0,130.362
1,49.5728
2,-12.3544
3,-30.0643
4,-37.4739
5,-42.4334
6,-43.4042
7,-43.4491
8,-43.5027
9,-43.5136
10,-43.5146
11,-43.5146
12,-43.5147
13,-43.5147
14,-43.5147
15,-43.5147
16,-43.5147
17,-43.5147
18,-43.5147
19,-43.5147
20,-43.5147
21,-43.5147
22,-43.5147
23,-43.5147
24,-43.5147
25,-43.5147
26,-43.5147
27,-43.5147
28,-43.5147
29,-43.5147
30,-43.5147
31,-43.5147
32,-43.5147
33,-43.5147
34,-43.5147
35,-43.5147
36,-43.5148
37,-43.515
38,-43.5156
39,-43.5173
40,-43.5218
41,-43.5338
42,-43.566
43,-43.6514
44,-43.8727
45,-44.4116
46,-45.5388
47,-47.2335
48,-48.6971
49,-49.3878
50,-49.625
51,-49.7047
52,-49.7327
53,-49.7429
54,-49.7467
55,-49.7481
56,-49.7486
57,-49.7488
58,-49.7488
59,-49.7489
60,-49.7489
61,-49.7489
62,-49.7489
63,-49.7489
64,-49.7489
65,-49.7489
66,-49.7489
67,-49.7489
68,-49.7489
69,-49.7489
70,-49.7489
71,-49.7489
72,-49.7489
73,-49.7489
74,-49.7489
75,-49.7489
76,-49.7489
77,-49.7489
78,-49.7489
79,-49.7489
80,-49.7489
81,-49.7489
82,-49.7489
83,-49.7489
84,-49.749
85,-49.7492
86,-49.7498
87,-49.7513
88,-49.7553
89,-49.7659
90,-49.7911
91,-49.8406
92,-49.9073
93,-49.9576
94,-49.9792
95,-49.9864
96,-49.9889
97,-49.9898
98,-49.9901
99,-49.9902
100,-49.9902
101,-49.9902
102,-49.9903
103,-49.9903
104,-49.9903
105,-49.9903
106,-49.9903
107,-49.9903
108,-49.9903
109,-49.9903
110,-49.9903
111,-49.9903
112,-49.9903
113,-49.9903
114,-49.9903
115,-49.9903
116,-49.9903
117,-49.9903
118,-49.9903
119,-49.9903
120,-49.9904
121,-49.9906
122,-49.9911
123,-49.9923
124,-49.9944
125,-49.9968
126,-49.9985
127,-49.9993
128,-49.9995
129,-49.9996
130,-49.9996
131,-49.9996
132,-49.9996
133,-49.9996
134,-49.9996
135,-49.9996
136,-49.9996
137,-49.9996
138,-49.9996
139,-49.9996
140,-49.9996
141,-49.9996
142,-49.9996
143,-49.9996
144,-49.9996
145,-49.9996
146,-49.9996
147,-49.9996
148,-49.9996
149,-49.9996
150,-49.9996
151,-49.9996
152,-49.9996
153,-49.9996
154,-49.9996
155,-49.9996
156,-49.9996
157,-49.9996
158,-49.9996
159,-49.9996
160,-49.9996
161,-49.9996
162,-49.9996
163,-49.9996
164,-49.9996
165,-49.9996
166,-49.9997
167,-49.9998
168,-49.9999
169,-50
170,-50
171,-50
172,-50
173,-50
174,-50
175,-50
176,-50
177,-50
178,-50
179,-50
180,-50
181,-50
182,-50
183,-50
184,-50
185,-50
186,-50
187,-50
188,-50
189,-50
190,-50
191,-50
192,-50
193,-50
194,-50
195,-50
196,-50
197,-50
198,-50
199,-50
200,-50
201,-50
202,-50
203,-50
204,-50
205,-50
206,-50
207,-50
208,-50
209,-50
210,-50
211,-50
212,-50
213,-50
214,-50
215,-50
216,-50
217,-50
218,-50
219,-50
220,-50
221,-50
222,-50
223,-50
224,-50
225,-50
226,-50
227,-50
228,-50
229,-50
230,-50
231,-50
232,-50
233,-50
234,-50
235,-50
236,-50
237,-50
238,-50
239,-50
