0,0.00524497
1,0.00135602
2,4.81644e-005
3,9.6448e-007
4,3.69961e-007
5,2.3985e-007
6,2.39452e-007
7,1.84604e-007
8,7.65319e-008
9,3.1103e-011
10,1.78815e-012
11,7.62781e-013
12,2.51403e-013
13,2.71408e-013
14,3.0357e-013
15,2.36861e-013
16,2.49822e-013
17,2.27017e-013
18,2.28604e-013
19,2.21242e-013
20,2.00579e-013
21,3.08713e-013
22,7.78467e-015
23,1.88936e-014
24,7.82625e-014
25,9.05567e-014
26,8.71734e-014
27,4.16625e-014
28,4.00118e-014
29,8.64697e-014
30,7.96042e-014
31,7.15348e-014
32,6.34118e-014
33,4.0507e-014
